,n1,n4,n31,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n410,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769
n68,0.001760039662865646,0.0017055032226078006,0.0016559246405552642,0.259241447694596,0.07325731284085278,0.08378780366881539,0.16943976202280636,0.16141298958849787,0.0,0.1750223103619239,0.09979672781358451,0.06450669310857714,0.10288547347545866,0.19151214675260297,0.6578631631135349,0.18516113039167093,0.25737729300941986,0.18896876549330707,0.07291026276648505,0.05709469509172017,0.08411502231036205,0.09990580069410013,0.16383738225086775,0.11646008924144784,0.17349529003470485,0.14169062964799223,0.1392067426871593,0.10479424888448192,0.07183936539414958,0.08802677243430825,0.03778879524045571,0.0896132870599903,0.06678235002478923
n75,0.0017848289538919195,0.0017451660882498424,0.0016906296479920482,0.26344075359444724,0.07454139811601387,0.08507684680218175,0.17244422409519108,0.1642191373326724,0.0,0.1784382746653448,0.10174516608824989,0.06580565195835403,0.10454635597421919,0.19485870104115033,0.5515022310361924,0.1882647496281606,0.26229053049082796,0.19227565691621246,0.0741249380267726,0.05797719385225563,0.08559742191373337,0.10172533465542886,0.16656420426375806,0.11838373822508702,0.1765889935547842,0.14456618740704025,0.1416757560733764,0.10664352999504212,0.07327714427367364,0.0897074863658898,0.038458106098165176,0.09125433812592988,0.0679722359940505
n82,0.001760039662865646,0.0017203767972235637,0.0016707982151710308,0.26253842340109085,0.07491323748140806,0.08558254833911776,0.1732275656916214,0.16523549826474973,0.0,0.18098661378284595,0.10302925136341104,0.06679226574119984,0.10504214179474469,0.19689638076351018,0.38457610312345064,0.1883143282102132,0.26434804164600895,0.19294992563212712,0.07446207238472996,0.05824491819533941,0.08603867129400107,0.10232523549826478,0.1669757064947943,0.11892414476945984,0.1779176995537927,0.14670302429350537,0.14374318294496785,0.10824491819533962,0.07436787307882978,0.09098165592464039,0.03911750123946413,0.09249876053544898,0.06896876549330684
n83,0.0016955875061973236,0.0016658403569657658,0.0015914724838869472,0.25821517104610814,0.07696083292017848,0.0877838373822511,0.17827962320277663,0.17083292017848298,0.0,0.19609816559246407,0.11162617749132382,0.07197322756569174,0.10782350024789296,0.20871095686663366,0.2644868616757561,0.188909271194844,0.268681209717402,0.19705007436787322,0.07636093207734272,0.05958849776896361,0.08814576103123457,0.1048834903321765,0.16960832920178484,0.12231531978185442,0.18529995042141803,0.15891422905304908,0.15562716906296487,0.11717897868120987,0.08042141794744646,0.09844323252354978,0.04218145761031199,0.1000297471492318,0.07457114526524543
n85,0.0016856717897868131,0.0016559246405552501,0.0015865146256816892,0.2563063956370848,0.07516608824987606,0.08593951412989616,0.17387704511650987,0.16639563708477945,0.0,0.18756073376301446,0.10667823500247899,0.06904809122459099,0.10536440257808626,0.2012791274169559,0.2630887456618741,0.18609816559246417,0.2673475458601883,0.19279127416955893,0.07464055528011916,0.058324243926623526,0.08631631135349535,0.10255825483391177,0.16648983639067927,0.11939514129895909,0.17996033713435794,0.15183440753594454,0.14896380763510178,0.11200297471492318,0.07707486365889914,0.09419434804164589,0.04045116509667784,0.09566683192860721,0.07143282102131873
n86,0.0016906296479920675,0.0016559246405552536,0.0015914724838869436,0.2564303420922161,0.07562716906296478,0.08637580565195863,0.17488349033217668,0.1675210708973724,0.0,0.18994546355974226,0.10815567674764512,0.06992563212692124,0.10597421913733265,0.20331680713931585,0.2629598413485375,0.18653941497273188,0.26716906296479914,0.19376797223599423,0.07499752107089755,0.0585820525532968,0.08676747645017359,0.10309370352007935,0.16710956866633617,0.12006445215666858,0.18124938026772439,0.1537530986613783,0.15072384729796745,0.11335151214675267,0.07797719385225561,0.09522062469013375,0.040986613782845446,0.09682201289043166,0.07229548834903318
n90,0.0016955875061973236,0.0016658403569657658,0.0015914724838869472,0.2582052553296976,0.07696579077838374,0.0877838373822511,0.17828458106098186,0.17082796232027772,0.0,0.19610312345066933,0.11163609320773435,0.07197322756569174,0.10782845810609823,0.20870104115022312,0.26447694595934557,0.18889935547843348,0.2686712940009915,0.19706494794248897,0.07637580565195848,0.05959345562716886,0.08814576103123459,0.10489340604858702,0.16960832920178484,0.12230540406544392,0.18529003470500752,0.15890927119484383,0.15562221120475958,0.11718393653941513,0.0804164600892412,0.09843827466534454,0.04218145761031199,0.10003470500743705,0.07455627169062967
n340,0.0016658403569657905,0.0016509667823499958,0.0015716410510659192,0.2629003470500745,0.08136341100644522,0.09297967278135863,0.18939514129895912,0.18236985622211235,0.0,0.21865146256817064,0.12395141298958832,0.08017352503718386,0.1141695587506198,0.2282002974714922,0.26858701041150224,0.19576103123450686,0.27231531978185414,0.20807139315815568,0.08089737233515125,0.06321269211700518,0.09346058502726838,0.11116013882002962,0.1780019831432822,0.1298859692612793,0.1992563212692116,0.17704511650966803,0.17322756569162137,0.13021814576103133,0.08946950917203741,0.10933564700049583,0.04680218145760996,0.11111056023797718,0.08290530490827976
n390,0.0018393653941497312,0.0017947446703023963,0.0017699553792761282,0.2737878036688153,0.07714923153197814,0.08807139315815594,0.1778383738225089,0.16941001487357474,0.0,0.1830143777887953,0.10420426375805658,0.0674863658899356,0.10816063460585026,0.2005800694100149,0.5413435795736241,0.19501239464551326,0.27048091224590975,0.19862667327714445,0.0765394149727319,0.05983639067922634,0.08839861179970265,0.10494298463063957,0.17236489836390675,0.12212692117005476,0.18208725830441252,0.14824987605354495,0.14545860188398627,0.10940009915716409,0.07528011898859673,0.09206742687159132,0.039573624194347644,0.09355974219137367,0.06974219137332663
n391,0.0018740704015865152,0.0018244918195339224,0.0018344075359444452,0.27784828953891927,0.07803668815071886,0.08900347050074392,0.18015369360436312,0.17136341100644534,0.0,0.18450669310857715,0.1050123946455132,0.06800694100148742,0.10937530986613787,0.20261279127416956,0.4757759048091225,0.19776896380763526,0.27344075359444714,0.20118492811105612,0.07749132374814093,0.06058006941001463,0.08931085770946963,0.10600892414476948,0.17442240951908772,0.12356470004957879,0.18408527516113046,0.14938522558254844,0.1465889935547844,0.11019335647000496,0.07583539910758531,0.09272682201289024,0.03990580069409976,0.09419434804164635,0.0702131879028259
n392,0.0018889439762022817,0.0018443232523549398,0.0018790282597917413,0.2823599405057016,0.07892414476945957,0.09000000000000027,0.18215666831928623,0.1732672285572634,0.0,0.18588001983143285,0.10580069410014883,0.06856717897868125,0.11069905800694105,0.20455131383242442,0.4075557759048091,0.20037183936539438,0.2764700049578581,0.20355974219137335,0.07838869608329212,0.061403073872087,0.0905007436787309,0.10732275656916211,0.17664352999504213,0.12499752107089757,0.1860138820029748,0.15043629152206256,0.14777887952404573,0.11100644521566683,0.07636093207734237,0.09340109072880501,0.04020327218641507,0.09492315319781887,0.07074367873078823
n393,0.0018294496777392208,0.0017897868120971385,0.0017649975210708739,0.26940505701536943,0.07610312345066929,0.08685176003966312,0.17555280118988614,0.1671343579573625,0.0,0.1810708973723353,0.10310361923648988,0.06683688646504712,0.10657907783837385,0.19819533961328709,0.5600991571641051,0.19211204759543885,0.26711948438274663,0.19588001983143302,0.07549826474962831,0.059062964799206516,0.0872037679722361,0.10364898363906795,0.1699652949925632,0.12050570153693627,0.1797322756569162,0.1467377293009421,0.14388696083292027,0.10842835894893406,0.07444719881011384,0.09101140307387194,0.03917203767972194,0.09260783341596461,0.0690580069410014
n394,0.0018244918195339647,0.0017997025285076506,0.0017600396628656195,0.2682944967773922,0.07582548339117501,0.0865542885473478,0.17490827962320296,0.1665939514129897,0.0,0.18052057511155198,0.1027912741695588,0.0666187407040159,0.10619236489836394,0.19755577590480913,0.5527912741695588,0.1913187902825979,0.26614278631631133,0.19513634110064473,0.07524045612295503,0.0588646504709963,0.08690629647992076,0.10327714427367378,0.16932077342588003,0.12003966286564227,0.17912245909766977,0.14632126921170066,0.14344571145265259,0.1080466038671294,0.07415468517600379,0.0907585523054039,0.03903817550818005,0.09230044620723876,0.06882994546355968
n395,0.0017798710956866669,0.0017501239464550932,0.001710461080813069,0.2672335151214676,0.07553296975706496,0.08621715418939044,0.1743629152206249,0.16598909271194853,0.0,0.18000495785820544,0.10259295984134857,0.0664303420922162,0.10587010411502235,0.196970748636589,0.5469013386217154,0.1906296479920674,0.26521566683192865,0.1945314823996036,0.07497273177987125,0.058666336142786095,0.08664352999504225,0.10298463063956374,0.1686712940009916,0.11967278135845337,0.17865642042637575,0.14593455627169072,0.14300446207238487,0.10773921665840355,0.0739762022806146,0.09052057511155165,0.03891918691125392,0.09207734258800228,0.06864650470996522
n396,0.001799702528507686,0.0017798710956866298,0.0017104610808130725,0.2663758056519584,0.07529003470500745,0.08594942984630666,0.17384234010907307,0.1656172533465544,0.0,0.17966782350024812,0.1023351512146753,0.06626673277144278,0.10555775904809125,0.19639563708477942,0.542642538423401,0.19006445215666834,0.2644471988101141,0.19396132870599925,0.07480416460089258,0.058522558254833705,0.08640059494298474,0.1026871591472484,0.16811601388200298,0.11934060485870128,0.17812097174020816,0.14557759048091234,0.14267228557263278,0.10739712444224092,0.07379771938522542,0.0902726822012889,0.03879524045612253,0.09183440753594477,0.06845314823996028
n397,0.0017749132374814108,0.001745166088249839,0.0016906296479920551,0.26551809618244915,0.07505701536936046,0.08572136836886492,0.17340109072880536,0.16525037183936547,0.0,0.1792662369856224,0.10214179474467033,0.0661527020327219,0.10520079325731287,0.19592959841348542,0.5400941993058997,0.18960832920178486,0.2637729300941993,0.19346058502726846,0.07457610312345082,0.05836390679226553,0.086172533465543,0.10239464551313834,0.1675607337630144,0.11904313336638597,0.1776797223599404,0.14515617253346563,0.14226574119980182,0.10714923153197815,0.07360932077342572,0.09011403073872072,0.03866633614278588,0.0916311353495293,0.06827962320277634
n398,0.001789786812097179,0.0017699553792761176,0.00173029251363409,0.26474962816063463,0.07486861675756075,0.08549330689142319,0.1730391670798217,0.1648239960337135,0.0,0.17890927119484404,0.10194843827466538,0.06601388200297473,0.10496777392166587,0.19548339117501246,0.5401983143282102,0.18909766980664353,0.26315319781854235,0.1929995042141797,0.0744124938026774,0.058205255329697364,0.08596926127912752,0.10214675260287558,0.16719385225582548,0.11880515617253372,0.17721864154685163,0.14490332176499762,0.14201784828953906,0.10692117005453643,0.07340109072880502,0.08991571641051051,0.038552305404065026,0.09145761031234535,0.06813584531482392
n399,0.0017749132374814125,0.0017352503718393302,0.0017005453644025638,0.2640704015865147,0.07469509172037679,0.08529003470500773,0.17275656916212215,0.16450669310857718,0.0,0.17863163113534974,0.10182944967773924,0.06586514625681708,0.10476945959345565,0.19513138324243934,0.5436341100644521,0.18869608329201784,0.2626623698562221,0.1926772434308381,0.07424888448190398,0.05808626673277124,0.08574119980168576,0.10190877540902331,0.1668815071888944,0.11857709469509195,0.17687654933068903,0.14469013386217164,0.14178978681209728,0.10674268715914724,0.07331680713931567,0.0897620228061476,0.0384878532473967,0.09134357957362448,0.06804164600892408
n400,0.001760039662865646,0.0017352503718393267,0.001680713931581543,0.2629201784828954,0.07427863163113538,0.08476945959345593,0.17170054536440277,0.16342588001983155,0.0,0.17719881011403096,0.1011006445215667,0.06524541398116017,0.10413485374318299,0.19373326722855738,0.649747149231532,0.18770946950917206,0.26090728805156177,0.19146256817055057,0.07382746653445728,0.05776400594942962,0.08523054040654447,0.10125433812592959,0.1659890927119485,0.11794248884481928,0.17561725334655412,0.14350520575111558,0.14080317302925147,0.10606841844323252,0.0728011898859691,0.08908279623202763,0.038220128904312915,0.0906048587010414,0.06753098661378278
n401,0.0017649975210709003,0.0017352503718393302,0.0016757560733762816,0.26224095190877544,0.07408031730292516,0.08456122954883522,0.17130391670798234,0.16303420922161635,0.0,0.17674268715914748,0.10085275161130391,0.06508676251859201,0.10393653941497279,0.19325731284085287,0.6544670302429351,0.18725334655428857,0.26021814576103125,0.19095686663361455,0.07362419434804182,0.05763014377788773,0.08502726822012902,0.10101140307387209,0.16548339117501248,0.11763014377788815,0.17520575111551792,0.14312345066931095,0.1405354486861677,0.10587010411502229,0.07261774913237468,0.08885969261279114,0.0381556767476446,0.09043629152206273,0.06739216658403563
n402,0.0017402082300446234,0.0017055032226078006,0.001665840356965773,0.25854238968765497,0.07300446207238478,0.0834853743182948,0.16888448190381783,0.16078829945463574,0.0,0.1741447694595937,0.09940505701536932,0.06424392662369863,0.10250371839365399,0.19078829945463574,0.6399999999999998,0.1846256817055034,0.25649479424888444,0.18834903321765017,0.07263262270699075,0.05692117005453621,0.08382250867625199,0.09949925632126919,0.1633168071393159,0.1160089241447696,0.1728904313336637,0.14110064452156681,0.1386068418443234,0.10436291522062471,0.07152206246901324,0.0876896380763509,0.03766484878532435,0.08924640555280142,0.06654437283093698
n403,0.001705503222607834,0.0016757560733762745,0.001631135349528989,0.253163113534953,0.07167079821517111,0.08195835399107616,0.1654635597421916,0.15772434308378797,0.0,0.17089737233515148,0.09749628160634596,0.0629300941993059,0.10072880515617262,0.186851760039663,0.6341298958849777,0.18091224590976726,0.2515468517600396,0.18465047099652962,0.07122954883490343,0.05578582052553277,0.08235498264749642,0.09760039662865634,0.16018839861179981,0.11371343579573634,0.16964799206742665,0.13842340109072887,0.13586018839861194,0.1022310361923649,0.07027268220128893,0.08603371343579559,0.037005453644025396,0.0874764501735252,0.06528507684680213
n404,0.0016955875061973218,0.0016658403569657623,0.001596430342092198,0.24825979176995544,0.07036688150718896,0.08055528011898885,0.16241447694595953,0.1547000495785822,0.0,0.1676202280614777,0.09558254833911739,0.06175508180466039,0.09876053544868627,0.18337630143777905,0.6297967278135845,0.1773624194348044,0.24626177491323745,0.1810708973723352,0.06989588497768977,0.05476945959345545,0.08072384729796743,0.09583539910758544,0.1570401586514627,0.1115121467526029,0.16618740704015844,0.13582548339117506,0.13322260783341616,0.10028755577590483,0.06897868120971731,0.08437778879524037,0.03629152206246863,0.08573624194348058,0.06406544372830929
n409,0.0017203767972236005,0.0016707982151710201,0.0016212196331184803,0.2544620723847299,0.0719385225582549,0.08235002478929132,0.1664749628160637,0.15858701041150242,0.0,0.17178482895389222,0.09813584531482394,0.06327714427367377,0.10120475954387713,0.18789786812097192,0.6632176499752107,0.18189390183440776,0.2529201784828953,0.1857164105106595,0.07156172533465553,0.05605354486861656,0.08278135845314838,0.09813584531482392,0.16099652949925644,0.11424888448190391,0.17050570153693587,0.1392464055528013,0.13674268715914742,0.10282597917699553,0.07070401586514614,0.08651462568170538,0.03720376797223561,0.0880019831432823,0.06563212692117001
n410,0.0017104610808130884,0.0016608824987605045,0.0016013882002974523,0.2514377788795241,0.07127912741695595,0.08137332672285603,0.16449181953396155,0.1567129400099159,0.0,0.16981655924640582,0.09691621219633108,0.06257312840852752,0.10001487357461586,0.18565195835399126,0.7270153693604363,0.1796331184928114,0.24954883490332172,0.18339117501239469,0.07075855230540419,0.055369360436291336,0.08177987109568682,0.09695587506197313,0.15900842835894907,0.1130044620723848,0.16853743182944947,0.1375359444719882,0.1349181953396135,0.10154685176003968,0.06990084283589479,0.0855577590480911,0.03675260287555738,0.08696083292017864,0.06487357461576591
n411,0.0017203767972236005,0.0016757560733762745,0.001631135349528989,0.2551908775409025,0.07210708973723355,0.08256321269211732,0.1669310857709472,0.1589390183440755,0.0,0.17224095190877567,0.09833911750123941,0.06346058502726827,0.10137332672285583,0.1884283589489342,0.6961923648983639,0.18239960337134378,0.253614278631631,0.1861179970252852,0.07174516608824999,0.056182449181953184,0.08293009419930605,0.09834407535944464,0.16141794744670315,0.11453644025780874,0.1710411502231034,0.13960832920178493,0.13712444224095208,0.10312345066931086,0.0708725830441248,0.08668815071888933,0.03729796727813546,0.08825979176995556,0.06583539910758547
n416,0.001764997521070902,0.0017302925136340758,0.0016807139315815395,0.26058998512642545,0.07368864650471,0.08410510659395175,0.17030242935052084,0.16222112047595452,0.0,0.17583044124938055,0.1003520079325731,0.0648686167575608,0.10342092216162624,0.19238472979672794,0.6621467526028756,0.1860485870104116,0.258815071888944,0.18993554784333194,0.07327714427367393,0.057347545860188184,0.08455627169062976,0.10045116509667822,0.164581060981656,0.11700545364402595,0.17429846306395622,0.14242439266236995,0.13987109568666353,0.10534952900347047,0.07219633118492796,0.08847793753098648,0.037932573128408115,0.0900495785820528,0.06711452652454132
n417,0.0017550818046603899,0.0017203767972235671,0.0016757560733762851,0.25981160138820025,0.07346058502726822,0.08393158155676778,0.16986117997025307,0.16176995537927627,0.0,0.1752900347050077,0.10000991571641049,0.06467526028755582,0.10311849281110565,0.19184928111056038,0.6609072880515617,0.1855726326227071,0.25797223599405056,0.18936539414972753,0.07308378780366899,0.05721368368864627,0.08433316807139328,0.10013386217154188,0.16416460089241458,0.11671294000991587,0.17384729796727796,0.14197818542389698,0.13946455131383254,0.10506693108577095,0.07200793257312828,0.08823004462072373,0.0378681209717398,0.08980664352999529,0.06690629647992061
n420,0.001864154685176003,0.0018145761031234137,0.001804660386712919,0.27699058006941013,0.07805651958353987,0.08906792265741227,0.18027268220128922,0.1716013882002976,0.0,0.18549330689142296,0.10561229548834912,0.06842340109072886,0.10945463559742197,0.20325235498264752,0.3159841348537431,0.197511155180962,0.27561725334655424,0.20125433812592966,0.07755081804660399,0.060624690133861917,0.08934060485870117,0.10605850272682205,0.1743579573624194,0.12369360436291543,0.18436291522062476,0.15021814576103132,0.147570649479425,0.11083787803668814,0.076236985622211,0.09325731284085262,0.040133862171541496,0.09476945959345595,0.07066931085770939
n421,0.0018393653941497312,0.001804660386712905,0.0017848289538918913,0.27386712940009933,0.07740208230044618,0.08836886465047127,0.17859196826970766,0.1700842835894895,0.0,0.18457114526524548,0.10508180466038679,0.06805651958353998,0.1085027268220129,0.2019732275656916,0.32776400594942984,0.1953842340109074,0.2731779871095686,0.1992959841348539,0.07682201289043146,0.06006445215666808,0.08865642042637592,0.105319781854239,0.172816063460585,0.12252354982647518,0.1829053049082797,0.14944967773921675,0.14665344571145278,0.11025780862667327,0.07587010411502212,0.09275161130391653,0.03991571641051027,0.09424888448190415,0.07027268220128896
n422,0.0018145761031234525,0.001804660386712905,0.0017600396628656195,0.2709370352007934,0.07680713931581552,0.08765989092711973,0.17713435795736263,0.16883490332176507,0.0,0.18355478433316813,0.10447694595934563,0.0676747645017353,0.10764997521070897,0.200446207238473,0.33943480416460087,0.19343083787803678,0.270758552305404,0.19755577590480927,0.07619236489836403,0.059563708477937315,0.08796232027764016,0.10459097669806648,0.17143777887952402,0.12156668319286093,0.18165592464055533,0.1487010411502232,0.14587010411502244,0.10971244422409518,0.0754833911750122,0.09225582548339101,0.03969261279127377,0.09377293009419964,0.06986613782845803
n423,0.0017897868120971756,0.0017600396628656089,0.0017055032226078147,0.2681655924640556,0.07618244918195338,0.08693604362915247,0.1757907783837384,0.16747149231531988,0.0,0.18263758056519594,0.1039910758552306,0.06736241943480423,0.10667823500247897,0.199300941993059,0.3514923153197818,0.19175508180466044,0.2685176003966286,0.19597421913733287,0.07553792761527035,0.05907783837382228,0.08730788299454646,0.10372335151214679,0.16987109568666334,0.12067922657412022,0.18023797719385226,0.14789291026276657,0.14504709965295,0.1091224590976698,0.07508676251859178,0.09178978681209703,0.03949429846306355,0.09328210213187933,0.06955379276152694
n424,0.00179474467030243,0.001774913237481372,0.0017055032226078147,0.2655230540406545,0.07559246405552802,0.08625681705503249,0.17447198810114048,0.16628160634605857,0.0,0.18181457610312357,0.10346058502726826,0.06706990580069415,0.10588001983143285,0.1979722359940506,0.3655329697570649,0.18998512642538426,0.26659890927119484,0.19441745166088273,0.07499256321269228,0.05865642042637559,0.0866484878532475,0.10300446207238476,0.16833911750123948,0.11975210708973746,0.17906792265741198,0.14730788299454647,0.14434308378780378,0.10874566187407039,0.0747198810114029,0.0913584531482398,0.03930589985126383,0.09289043133366418,0.06926127912741688
n427,0.00188894397620228,0.0018393653941496855,0.0018641546851759748,0.2845959345562718,0.07962816063460583,0.09082796232027791,0.18384234010907308,0.1749727317798712,0.0,0.18795240456122955,0.10712444224095202,0.06933068914229058,0.1117302925136342,0.20680218145761037,0.28368864650470993,0.20217649975210727,0.2859295984134852,0.20545364402578084,0.07917699553792772,0.062072384729796454,0.09129895884977703,0.1083738225086762,0.17827962320277638,0.12632622706990596,0.1878383738225087,0.1521616261774914,0.14940505701536955,0.11236489836390685,0.07722359940505681,0.0944670302429349,0.040609816559246024,0.09599405057015403,0.07157659890927116
n428,0.0018839861179970273,0.0018393653941496855,0.001854238968765466,0.2804809122459099,0.07900842835894892,0.09005949429846333,0.1824194348041648,0.17372335151214688,0.0,0.18771938522558254,0.10697074863658908,0.069261279127417,0.11080813088745668,0.20588993554784332,0.28054536440257816,0.19991075855230558,0.28826474962816045,0.20362915220624692,0.07850768468021825,0.0615270203272184,0.09058998512642548,0.10749132374814077,0.17662865642042638,0.12528507684680237,0.18671294000991578,0.15199305899851273,0.14918195339613302,0.11220624690133868,0.07713435795736222,0.094313336638572,0.040589985126425,0.09588993554784368,0.07152206246901335
n429,0.001859196826970752,0.0017997025285076506,0.0017997025285076578,0.2761675756073379,0.07835894893406047,0.08938026772434332,0.18095190877540923,0.17238472979672795,0.0,0.18753594447198815,0.10687159147248397,0.06921665840356972,0.10983143282102134,0.2049380267724343,0.27732275656916217,0.19744670302429373,0.2909915716410509,0.20176995537927622,0.07777887952404573,0.060818046603866895,0.08970748636589003,0.10652454139811605,0.17479920674268712,0.12413485374318314,0.1854338125929599,0.15181457610312352,0.1490629647992069,0.11207238472979679,0.07708477937530965,0.09426375805651946,0.040540406544372444,0.09578086266732806,0.07146752602875556
