,n1,n4,n31,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n410,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769
n104,0.0007139315815567769,0.0006891422905305052,0.0006395637084778948,0.12138324243926622,0.1926921170054536,0.3831631135349529,0.13908279623202785,0.14358948934060498,0.0,0.09897868120971758,0.057297967278135825,0.03674268715914727,0.1663807635101638,0.12013386217154184,0.11980664352999497,0.13365394149727333,0.11896876549330686,0.13231036192364892,0.19969261279127426,0.1015468517600394,0.1946554288547349,0.3044620723847298,0.13976698066435303,0.19734754586018827,0.13368864650470993,0.08030242935052068,0.07933068914229058,0.05977193852255835,0.04125929598413482,0.050550322260783216,0.02182944967773918,0.05156172533465571,0.038408527516112886
n105,0.000570153693604371,0.0005949429846306692,0.0005453644025780447,0.10182944967773948,0.23057511155180985,0.19582052553297,0.11631631135349536,0.11908775409023312,0.0,0.08292017848289542,0.0480317302925138,0.03094199305899848,0.14580565195835402,0.1002726822012891,0.10064947942488839,0.11470004957858211,0.09989588497768961,0.11078829945463561,0.21233019335647021,0.09870599900842808,0.18006941001487375,0.1687010411502231,0.11951908775409037,0.1489092711948439,0.11130887456618738,0.06728805156172557,0.06650470996529506,0.0501784828953893,0.03464551313832433,0.042493802677243404,0.018066435299950258,0.043331680713931765,0.0322459097669805
n106,0.0006544372830937124,0.0006593951412989826,0.00058502726822009,0.11254338125929614,0.19785820525532982,0.28845810609816597,0.1289489340604861,0.13251859196826982,0.0,0.09168071393158177,0.05317302925136341,0.03416460089241447,0.1581556767476451,0.11125433812592964,0.11127416955875062,0.12523054040654452,0.11056023797719375,0.12268220128904318,0.207045116509668,0.09909766980664325,0.18975210708973747,0.22591968269707477,0.13061973227565693,0.17440257808626655,0.12350520575111563,0.0744075359444721,0.07369360436291524,0.055642042637580685,0.038378780366881526,0.04704015865146246,0.020104115022310305,0.047892910262766666,0.0357659890927118
n107,0.000619732275656925,0.0006395637084779617,0.0005800694100148357,0.10803173029251388,0.20937035200793266,0.2165344571145266,0.12352503718393672,0.1267228557263264,0.0,0.08784828953891927,0.051085770946950944,0.03280614774417448,0.15450173525037192,0.10657411998016866,0.10666831928606842,0.12091720376797234,0.10605850272682191,0.11773921665840367,0.21080813088745687,0.09936043629152179,0.18924144769459617,0.18390679226574116,0.126271690629648,0.16018344075359447,0.11839861179970254,0.07150718889439783,0.07067922657412001,0.05333168071393176,0.03683688646504718,0.045220624690133784,0.019266236985622097,0.04586018839861199,0.034199305899851096
n108,0.0007238472979672891,0.0007337630143777943,0.0006544372830936614,0.12396628656420426,0.1926127912741695,0.38950917203767993,0.14220624690133865,0.14690133862171553,0.0,0.10117005453644043,0.05867625185919684,0.03772434308378783,0.16924144769459606,0.12281110560237973,0.1224789291026276,0.1363956370847795,0.12174020823004465,0.13552305404065443,0.19878532473971253,0.10266236985622196,0.19652949925632146,0.33006445215666846,0.14271690629647998,0.20392166584035676,0.13694100148735736,0.08225086762518602,0.08116509667823506,0.061224590976698155,0.04223103619236484,0.05179474467030231,0.022320277640059474,0.05263262270699083,0.039315815567674675
n109,0.0006147744174516689,0.0006246901338621988,0.0005701536936043235,0.10840852751611327,0.20812097174020827,0.21674268715914735,0.12390183440753615,0.1271591472483889,0.0,0.0882350024789292,0.051269211700545395,0.032925136341100614,0.15509172037679728,0.10702032721864164,0.10702032721864155,0.12133862171541905,0.10640059494298454,0.11818046603867138,0.20968765493306915,0.09943480416460063,0.18997025285076868,0.1844323252354982,0.12676251859196824,0.1607932573128409,0.11885969261279129,0.07178482895389213,0.07097669806643533,0.05351512146752621,0.03699553792761534,0.04535944471988093,0.019340604858700927,0.046003966286564384,0.03438770451165082
n110,0.00048587010411503306,0.0005205751115518399,0.0004412493802677,0.0856073376301439,0.1661626177491327,0.15209221616261798,0.09761031234506692,0.09965790778383747,0.0,0.06958353991075865,0.04050074367873097,0.026023797719385195,0.12275656916212195,0.08389687654933077,0.08461080813088744,0.0976945959345565,0.08395637084779363,0.0930689142290531,0.17423401090728824,0.09491323748140774,0.14566683192860716,0.13492811105602384,0.1013237481408031,0.12207734258800222,0.0932275656916212,0.05651958353991086,0.05606841844323263,0.04222607833415965,0.0292017848289538,0.03582052553296959,0.015314823996033547,0.03629647992067433,0.027233515121467447
n112,0.000535448686167587,0.0005503222607833659,0.0004957858205254977,0.09018839861179985,0.17631631135349543,0.16059494298463073,0.10300941993059001,0.10486861675756076,0.0,0.07329697570649478,0.042657411998017064,0.027302925136341076,0.12918195339613284,0.08858205255329704,0.08888943976202283,0.1024739712444226,0.08850768468021813,0.0980713931581557,0.1818344075359448,0.09703024293505176,0.15443232523549838,0.14245909766980672,0.10653445711452653,0.12894893406048605,0.09824987605354482,0.05951412989588512,0.058973723351512165,0.04455627169062965,0.03068914229053044,0.0376202280614773,0.01602379771938508,0.038230044620723956,0.02867625185919676
n113,0.0005602379771938605,0.0005800694100149026,0.000535448686167536,0.09918691125433832,0.2044918195339614,0.18116509667823522,0.11313832424392675,0.11559742191373336,0.0,0.08053049082796232,0.0468567178978683,0.029975210708973715,0.14201784828953898,0.09746653445711462,0.09781358453148234,0.11206246901338628,0.09739712444224094,0.10784333168071389,0.19241943480416468,0.09951908775408998,0.17787307882994563,0.15950917203767961,0.11670302429350533,0.14310361923648976,0.10819533961328694,0.06555280118988617,0.06480416460089247,0.04903321764997527,0.03376797223599413,0.041313832424392585,0.01761031234506677,0.0421963311849283,0.03141794744670289
n114,0.0006990580069410121,0.0006990580069410174,0.000649479424888407,0.12196331184928108,0.1932275656916212,0.41198314328210217,0.1397421913733268,0.14416460089241456,0.0,0.09942984630639581,0.057590480912245896,0.036990580069410035,0.16772434308378795,0.12078334159643031,0.12053049082796224,0.13447198810114042,0.11960337134357955,0.13297471492315316,0.19940009915716422,0.10217154189390162,0.19670798215171065,0.2981507188894397,0.14049082796232032,0.19732275656916196,0.1342687159147248,0.0807288051561726,0.07974714923153203,0.06002974714923162,0.04146752602875554,0.05074863658899344,0.0219385225582548,0.05179474467030271,0.03858205255329683
n116,0.0006990580069410139,0.0007040158651462718,0.0006445215666831492,0.12037183936539414,0.19338125929598413,0.36050570153693645,0.1378978681209719,0.142211204759544,0.0,0.09814080317302942,0.056846802181457594,0.03651462568170552,0.16696083292017866,0.11909766980664346,0.11878532473971234,0.13294496777392187,0.11819533961328701,0.1312890431333663,0.19897372335151223,0.10192364898363884,0.1976251859196829,0.27114030738720857,0.13908775409023305,0.19154189390183438,0.13256817055032225,0.07961824491819543,0.07869608329201788,0.05923648983639077,0.040932077342587976,0.050163609320773316,0.021626177491323718,0.05111056023797746,0.03810114030738705
n118,0.0007535944471988152,0.0007535944471988187,0.0006841844323251945,0.1274467030242936,0.18975706494794242,0.37249380267724347,0.14622706990580078,0.15156668319286076,0.0,0.10408031730292525,0.06019831432821026,0.03885969261279131,0.17167575607337635,0.1265394149727319,0.1260535448686167,0.13960337134357967,0.1252949925632128,0.13917699553792762,0.19543877045116512,0.10302925136341087,0.19619732275656931,0.3857759048091224,0.1461229548834904,0.21511650966782342,0.14117501239464544,0.08437778879524054,0.08351512146752611,0.06293009419930605,0.04336638572136824,0.053282102131878915,0.022969757064947926,0.05401586514625709,0.040396628656420394
n119,0.0006990580069410139,0.0007188894397620347,0.0006346058502726441,0.1233713435795736,0.19229548834903318,0.39731284085275187,0.14162121963311855,0.14605850272682214,0.0,0.10069905800694119,0.05836390679226574,0.03754586018839864,0.1687952404561231,0.12227565691621219,0.12197322756569155,0.13590480912245922,0.121165096678235,0.13488349033217645,0.1983539910758553,0.10238472979672761,0.19647496281606364,0.32208230044620717,0.14204759543877044,0.2023252354982646,0.13621219633118486,0.08185919682697086,0.08076846802181464,0.06094695091720387,0.042037679722359896,0.05155676747645005,0.02221616261774911,0.05247397124442264,0.039107585523053934
n120,0.0005404065443728432,0.0005602379771938782,0.0005205751115517729,0.09506197322756584,0.17665840356965803,0.16310361923649,0.10845314823996037,0.11062469013386221,0.0,0.07726822012890433,0.04485870104115043,0.02867129400099158,0.1362964799206743,0.0933267228557264,0.0940158651462568,0.10841844323252367,0.09339613287059989,0.10340604858701041,0.1708874566187408,0.10109072880515595,0.16235994050570154,0.14756073376301435,0.11260783341596432,0.1349330689142292,0.10355974219137314,0.06282102131879047,0.06208725830441249,0.04695091720376801,0.032345066931085846,0.03962816063460575,0.016955875061973054,0.04049082796232043,0.03001983143282095
n121,0.0007486365889935609,0.0007436787307883065,0.0006693108577094315,0.12752602875557767,0.18871095686663356,0.36808626673277156,0.14633118492811112,0.1517997025285078,0.0,0.10414476945959357,0.060223103619236544,0.038884481903817596,0.1713931581556768,0.12661874070401602,0.1260882498760535,0.13957858205255338,0.1253644025780864,0.13925136341100644,0.19424888448190386,0.10274169558750604,0.19538423401090746,0.39363906792265735,0.14611799702528513,0.2159940505701536,0.14127416955875055,0.0844372830937036,0.08356470004957867,0.06299950421417964,0.04339613287059978,0.0533168071393157,0.02298958849776895,0.05404561229548863,0.04041646008924141
n123,0.0006742687159147369,0.0006742687159147422,0.0006098165592463653,0.118135845314824,0.17967773921665844,0.20061477441745182,0.13510659395141322,0.13856717897868123,0.0,0.0961824491819536,0.05569162121963314,0.035860188398611804,0.17012890431333674,0.11664352999504207,0.11663857213683683,0.1314774417451663,0.11604858701041143,0.1287456618740704,0.176985622211205,0.10222112047595419,0.2898909271194844,0.19027764005949416,0.13753594447198814,0.17354486861675741,0.12959841348537443,0.07794248884481912,0.07711948438274668,0.058269707486365986,0.04000991571641051,0.04913237481408021,0.021199801685671756,0.05017352503718421,0.03743182944967757
n125,0.0006841844323252491,0.0006990580069410139,0.0006346058502726405,0.12019335647000495,0.18963807635101626,0.23864154685176026,0.1374764501735252,0.14120971740208238,0.0,0.0978780366881509,0.056668319286068414,0.0363708477937531,0.17157164105106598,0.1186266732771442,0.11856222112047585,0.13340109072880532,0.11801685671789783,0.13090728805156168,0.19071888943976217,0.10293505205751102,0.209221616261775,0.20597917699553794,0.13955875061973227,0.17975706494794239,0.1319236489836391,0.07938522558254843,0.07845314823996037,0.05905304908279633,0.040758552305404046,0.05001487357461565,0.021561725334655387,0.05094695091720403,0.037947446703024135
n126,0.0008230044620723848,0.0008130887456618849,0.0007635101636092851,0.13838373822508693,0.1749826474962818,0.2903767972235998,0.15921170054536457,0.1664947942488846,0.0,0.11311353495290034,0.06536936043629173,0.04210213187902844,0.17566683192860677,0.13798215171046127,0.13676747645017354,0.14875061973227577,0.13596430342092222,0.15142290530490837,0.17792761527020357,0.10176995537927591,0.1882994546355977,0.6614923153197818,0.15590480912245921,0.2551859196826971,0.15421913733267228,0.09187902825979205,0.09069410014873586,0.06827466534457119,0.047134357957362254,0.05764501735250362,0.024853743182944973,0.058874566187407155,0.0438324243926624
n127,0.0007436787307883065,0.0007486365889935609,0.0006792265741199402,0.12624194348041648,0.19100644521566673,0.38235994050570166,0.14487853247397134,0.14999504214179485,0.0,0.10304412493802692,0.05973723351512151,0.038512642538423444,0.17104610808130893,0.125280118988597,0.12482895389191864,0.13862667327714437,0.1240456122954884,0.13789786812097174,0.19702032721864163,0.1030589985126424,0.19677243430837896,0.3624987605354486,0.14497768963807642,0.21090233019335633,0.13963311849281101,0.08357461576598921,0.08270203272186426,0.06233019335647016,0.04300446207238463,0.052801189885969164,0.022756569162121956,0.053520079325731544,0.040029747149231465
n131,0.0006941001487357578,0.0007040158651462718,0.0006346058502726405,0.12289043133366381,0.18621715418939008,0.370813088745662,0.14119980168567187,0.1458502726822014,0.0,0.10037183936539434,0.05812592959841348,0.037436787307883024,0.16652454139811618,0.12193356470004957,0.12148239960337127,0.1350322260783343,0.120718889439762,0.13444224095190874,0.19194348041646017,0.10038175508180439,0.19165592464055548,0.3523599405057014,0.14119484382746658,0.2056122954883489,0.13594942984630637,0.08163113534952912,0.08053544868616763,0.06071888943976212,0.041908775409023255,0.05136341100644509,0.0221517104610808,0.052369856222112286,0.03898363906792254
n134,0.0007535944471988169,0.0007387208725830521,0.0006643529995041701,0.12551313832424393,0.18055528011898858,0.21698562221120485,0.1438076351016362,0.14764501735250382,0.0,0.10227069905800708,0.059191869112543434,0.038120971740208266,0.18018344075359438,0.12412989588497772,0.12411998016856712,0.1392117005453645,0.12334159643034213,0.13699058006941,0.1802776400594946,0.10469509172037669,0.22153693604362923,0.20573624194348042,0.1458453148239961,0.18643034209221615,0.1379375309866137,0.08297967278135855,0.0820971740208231,0.06186911254338135,0.04269707486365883,0.05236985622211194,0.022607833415964295,0.05309866137828484,0.03973723351512139
n135,0.0008626673277144266,0.000827962320277648,0.0008081308874565848,0.14507684680218152,0.16620723847298002,0.24922161626177528,0.1670798215171049,0.17576598909271202,0.0,0.11892910262766487,0.06863658899355503,0.04411998016856741,0.17823996033713432,0.14508180466038684,0.1433366385721369,0.15451165096678252,0.14252850768468017,0.1591670798215172,0.1679573624194349,0.10123946455131361,0.18356470004957884,0.7233267228557262,0.1620773425880021,0.2800446207238472,0.16256321269211693,0.09620228061477479,0.0951412989588499,0.0717402082300446,0.04942488844819014,0.06060981655924635,0.025994050570153665,0.061641051065939645,0.045845314823996036
n139,0.0008378780366881496,0.0008230044620723936,0.0007982151710460761,0.1445364402578087,0.1656222112047599,0.24839365394149757,0.1665344571145268,0.17531978185423902,0.0,0.1185721368368865,0.0683936539414975,0.04397620228061501,0.1777640059494298,0.1446504709965296,0.1428805156172534,0.1540009915716412,0.14212692117005452,0.15865146256817064,0.16748636588993568,0.10090728805156148,0.18294000991571666,0.72029251363411,0.16165592464055542,0.27916707982151706,0.1619930589985126,0.09588497768963844,0.0948190381755083,0.07150223103619234,0.04925136341100621,0.06044124938026768,0.0259246405552801,0.0614576103123452,0.04571641051065939
n468,0.000570153693604371,0.0005751115518096447,0.0005453644025780483,0.09910758552305422,0.20275656916212204,0.20414972731779882,0.11326227069905813,0.11596430342092223,0.0,0.08066435299950421,0.046831928606842016,0.029990084283589465,0.14143282102131882,0.09758056519583547,0.09769955379276146,0.11135845314824007,0.09726326227069906,0.1079325731284085,0.3013386217154189,0.09531482399603342,0.17258800198314328,0.17040654437283095,0.11609320773425888,0.14688646504709965,0.10844819038175499,0.06554784333168093,0.064853743182945,0.04901834407535951,0.033772930094199384,0.04134357957362412,0.01762022806147728,0.04223103619236508,0.031472483886960695
n469,0.0005453644025780958,0.0005701536936043904,0.000535448686167536,0.09856717897868138,0.2012295488349034,0.20355478433316818,0.1125979176995539,0.11533465542885482,0.0,0.08020823004462073,0.04664848785324757,0.029811601388200274,0.14054040654437283,0.09703520079325739,0.09716410510659389,0.11069410014873586,0.09675260287555776,0.10735250371839361,0.42440753594447217,0.09476450173525008,0.1714823996033713,0.1696479920674269,0.1153792761527021,0.14616261774913233,0.10778383738225077,0.06512642538423422,0.06456122954883495,0.048775409023302005,0.033639067922657494,0.04110560237977185,0.01756073376301421,0.04202280614774437,0.031259295984134725
n470,0.0005503222607833518,0.000565195835399136,0.000535448686167536,0.09941497273178009,0.20260287555775913,0.20659890927119495,0.11373326722855738,0.11648487853247402,0.0,0.08096182449181955,0.0470104115022312,0.030138820029747125,0.14190381755081807,0.09799702528507692,0.09810114030738715,0.11167575607337642,0.09769459593455627,0.10833415964303421,0.3781110560237978,0.09535448686167546,0.1729548834903322,0.17202280614774418,0.1165047099652951,0.14763510163609322,0.1089043133366385,0.06580565195835421,0.06503718393653946,0.0491968269707487,0.03387704511650975,0.04152702032721859,0.017630143777887786,0.042409519087754276,0.0316063460585026
n471,0.0005552801189886045,0.0005850272682201605,0.0005255329697570309,0.10038671294001016,0.20391175012394652,0.20950917203767985,0.11463559742191384,0.11761527020327225,0.0,0.08182944967773922,0.0474665344571147,0.03049578582052552,0.14312345066931087,0.0988844819038176,0.09904313336638565,0.11270699058006949,0.09856717897868121,0.10923153197818541,0.3469806643529995,0.09601883986117966,0.1745116509667824,0.17425880019831438,0.11762518591968285,0.14906296479920683,0.10994546355974215,0.06638572136836908,0.06564204263758062,0.04954387704511658,0.034209221616261866,0.041938522558254795,0.017818542389687494,0.04275656916212215,0.03184432325235486
n472,0.0005800694100148814,0.0005899851264254113,0.0005453644025780447,0.10367377293009446,0.20692117005453645,0.2230738720872585,0.11866137828458116,0.12149727317798723,0.0,0.08446703024293509,0.04894893406048603,0.03150223103619233,0.14752107089737232,0.10215171046108086,0.10246901338621713,0.11625681705503228,0.10175012394645505,0.1130589985126426,0.27326722855726343,0.09737233515121435,0.17965790778383756,0.184060485870104,0.12123946455131393,0.15516113039167087,0.11356965790778382,0.06858205255329722,0.06789291026276655,0.051135349529003615,0.03530986613782854,0.04328705999008422,0.018448190381754943,0.04409023301933583,0.03285572632622692
n473,0.0005850272682201376,0.00059990084283592,0.0005503222607833025,0.10482895389191897,0.21004462072384733,0.22452652454139838,0.11987605354486877,0.12272186415468529,0.0,0.08526524541398123,0.0495290034705009,0.031809618244918146,0.14900842835894895,0.10320773425880028,0.10352999504214176,0.11747149231531985,0.10292017848289532,0.11416460089241452,0.25322756569162147,0.09819533961328675,0.1814823996033715,0.18558254833911741,0.12243430837878042,0.15672781358453153,0.11466038671294,0.06916212196331212,0.06854238968765498,0.05161130391670814,0.03569162121963321,0.04381755081804653,0.018681209717401958,0.044476945959345746,0.0332027764005948
n474,0.0005453644025780975,0.000565195835399136,0.0005156172533465187,0.09574119980168581,0.2033267228557264,0.18585523054040684,0.10946950917203771,0.11201784828953897,0.0,0.07791274169558753,0.04526524541398135,0.028924144769459596,0.13713931581556768,0.09418939018344084,0.09462072384729794,0.10806147744174531,0.09406048587010413,0.10428358948934059,0.23983143282102146,0.0954387704511648,0.1675458601883986,0.15899851264253834,0.11259295984134855,0.13999999999999999,0.10462072384729777,0.06332672285572652,0.0626276648487853,0.04738720872583046,0.03263758056519593,0.039885969261279026,0.017119484382746478,0.04079821517104626,0.03031234506693098
n475,0.0004957858205255436,0.0005354486861676065,0.00046603867129396817,0.09235994050570166,0.18891918691125426,0.1780565195835401,0.10547347545860192,0.10797719385225585,0.0,0.07519583539910754,0.043639067922657614,0.02793257312840853,0.1323450669310858,0.09085770946950925,0.09129400099157164,0.10435795736241961,0.09062964799206745,0.10046603867129397,0.23741695587506206,0.09453148239960307,0.16030242935052064,0.15236489836390668,0.10882002974714923,0.13463559742191392,0.10091720376797211,0.06098165592464069,0.06042637580565193,0.04569162121963314,0.031482399603371375,0.03859196826970735,0.016494794248884326,0.03940009915716419,0.029320773425879958
n476,0.0005156172533465644,0.000535448686167603,0.00047099652949922604,0.09072880515617267,0.18293009419930586,0.17045116509667843,0.1037134357957363,0.10580069410014876,0.0,0.07386712940009914,0.042964799206742905,0.0275012394645513,0.12995537927615264,0.08921170054536447,0.08947446703024296,0.10275161130391691,0.08901338621715417,0.09877540902330194,0.21715418939018358,0.09512642538423373,0.15666336142786325,0.14753594447198806,0.10701536936043629,0.13118492811105614,0.09902330193356462,0.05997521070897387,0.05937035200793257,0.04493306891422907,0.030867625185919647,0.037863163113534826,0.016132870599900692,0.03857213683688656,0.028824987605354423
n477,0.0005552801189886045,0.0005850272682201569,0.0005304908279622816,0.10242935052057535,0.20987109568666343,0.21169558750619746,0.11707982151710469,0.12000495785820535,0.0,0.08344571145265248,0.04834903321765013,0.031120475954387657,0.1462022806147744,0.1008378780366882,0.1012692117005453,0.11507188894397627,0.10058502726822009,0.11165592464055529,0.2686564204263759,0.09731779871095655,0.17871095686663374,0.1768963807635102,0.11993058998512655,0.15187902825979185,0.11203767972235992,0.06771938522558278,0.06702528507684682,0.05050570153693615,0.034888448190381845,0.04277640059494294,0.01822012890431319,0.04359940505701556,0.03244918195339599
n478,0.0006296479920674355,0.0006445215666832161,0.00058502726822009,0.113356470004958,0.19936539414972745,0.2953941497273182,0.12993554784333192,0.13382250867625198,0.0,0.09235994050570175,0.05365394149727315,0.03443232523549828,0.1582845810609817,0.11209717402082302,0.11213187902825976,0.12595438770451184,0.11143282102131868,0.12359444719881019,0.21478433316807155,0.09958353991075829,0.18867625185919704,0.2422310361923648,0.13152702032721866,0.17813584531482385,0.1246504709965296,0.0749628160634607,0.07419434804164601,0.05606346058502739,0.038636588993554814,0.047421913733267124,0.020277640059494246,0.048309370352008135,0.036048587010411366
n479,0.0006643529995042247,0.0006643529995042335,0.0005999008428358566,0.11554288547347555,0.19737233515121475,0.31763510163609354,0.13235994050570174,0.13624194348041646,0.0,0.09424888448190402,0.05459593455627167,0.03514625681705505,0.16058998512642553,0.11416955875061972,0.11413981160138816,0.12798710956866652,0.11345562716906285,0.12608824987605358,0.20970748636589018,0.10003966286564178,0.1899454635597424,0.25958849776896364,0.13389687654933072,0.18351016360932076,0.1272186415468519,0.07638572136836895,0.07551313832424397,0.05716410510659408,0.03929102627664849,0.04826474962816053,0.02076846802181454,0.04903817550818072,0.036653445711452494
n480,0.0006891422905305017,0.0006891422905305087,0.0006246901338621318,0.11729300941993061,0.19579077838373826,0.33773921665840356,0.1345364402578088,0.1386762518591969,0.0,0.09566683192860706,0.055448686167575624,0.03569162121963314,0.16246405552801207,0.11618740704015858,0.1159444719881011,0.12979672781358467,0.1153197818542389,0.12812592959841348,0.20611799702528522,0.1005156172533463,0.19132374814080338,0.2742092216162615,0.13582052553296983,0.1880713931581557,0.1292910262766486,0.07764005949429854,0.07677739216658408,0.05804164600892425,0.03985622211204758,0.048909271194843715,0.02106593951412988,0.04992563212692143,0.03725830441249363
